bitcoin,ethereum,solana,cardano,dogecoin
-0.0008643624384210702,-0.004602499687581298,-0.005418507595514147,-0.00013028400472765413,-0.0015805999455829741
0.002353740210440933,0.0030710210218018027,0.0007202138865879431,-0.005235232594177969,-0.0014390269152068304
-0.001675526855655764,-0.0018633743022347605,0.0006565876465585089,-0.00039325616006707275,0.0009078755449259182
0.0019044731425038493,0.002111402072811264,0.0015830021294128396,0.0027948249523462635,0.0058206331579114135
0.0023827588086092425,0.0004934473167759223,-0.005739008457492944,0.0009055193092309635,-0.00042299962576674356
0.000936508163499857,-0.002082244873064466,0.000866045802814211,-0.0006397887402063689,-0.005943089155983304
-0.008756154851514993,-0.023262100093306728,-0.022137098423675262,-0.01619809738019361,-0.01172370241982488
-0.0010456846122364738,0.0026655390993354064,0.0011545855371690628,0.003742064322032714,0.0014657296558053432
0.004880800164198503,0.00495821493525573,0.0024148657658578554,0.004097077776245929,0.002241522275283825
-0.00046898680503913086,0.004466126593407605,0.004279657214961218,0.008225018631035879,0.006138341474971927
0.0017989349806124574,0.0018072788703008176,0.0058436716971042935,-0.0018713830966458286,0.00017849134332308732
-0.0039879699315038715,-0.004748367015241662,-0.004010232850448043,-0.003977037620112624,-0.005673455456682443
0.0022646552229070955,0.0028948661497501423,0.007323069863411274,0.003355662193950858,0.008099236019800317
-0.0020577305862746016,-0.002139238053165611,-0.004799636773274652,-0.004847858940771829,-0.0016794065358076624
-0.0010655935818632688,-0.001674315962212673,-0.0009679723666290461,-0.0017965611936623673,0.0015156712967787662
-0.0041492022642953775,-0.006746891580356947,-0.013809202678697285,-0.004308073837445892,-0.011008800960613026
-0.0040580336169084375,-0.0027152686293421707,-0.0029613994515190413,-0.006901254398340801,-0.007212727163917842
-0.004152930283218599,-0.0036537564267124733,-0.002560095562985025,-0.004901077658924057,-0.0006219746837622623
-0.012977067164599733,-0.017756009841157376,-0.011478215899209837,-0.016575403363760514,-0.018027369646182786
-0.0011410627560806516,0.003266618949992027,0.0007339597674154999,-0.00027734265935119363,0.00284824925651949
0.0031338154109111535,0.005780846918819633,0.003025937964238184,0.0048172155145509345,0.0024566965164402044
0.001763989669991442,0.001810270970541664,0.003059011980589334,-3.49948192172131e-05,0.001322764120354835
-0.003386061669947372,-0.006827214354000116,-0.0038631920760301567,-0.006862192191661357,-0.005887423421557951
-2.6652733162210276e-05,-0.0008418850051006484,-4.9868161273535926e-05,0.0029458483237959237,0.0016035311050884705
0.0076967613894226,0.006278375270740235,0.01086173795985645,0.009266580066432814,0.006450960332865301
0.00019458111504887766,0.0011111222017443096,0.0001838937613445511,-0.0029717391611607546,-0.0011394205434471245
0.003258340700984472,-0.0004542563285243027,0.004137076639329107,0.00830669673305895,0.0033560704889229226
-0.006098037143906305,-0.008616319954285223,-0.01162300759251948,-0.00725550117825819,-0.0027497523569347893
0.02712810724575941,0.03507133451093303,0.03727227864485742,0.032863139340130416,0.03348332596730199
0.018349895010655096,0.018756770739068177,0.021383983495001833,0.018396707896734883,0.015863672753959397
-0.0014198397788756493,0.00010746100199263179,-0.00041566657201368124,-0.000485634370259811,-0.005209270926832507
-0.008385189104530108,-0.012973218949288642,-0.006099721972301928,-0.011514011278787272,-0.009092024860312254
-0.0018342516939477177,-0.0010422071691773105,-0.0032459058217493486,-0.004317027138878517,0.0009193154432227812
-0.00026607289899798083,-0.00048729078219739483,0.0008949673505993145,0.0017292379431965163,-2.23606040357955e-05
-0.008541234266170218,-0.014013519040802737,-0.013648330413875783,-0.01158634026573544,-0.010655743736035086
-0.0015321139752654696,-0.0029332188036711735,-0.002982642816268821,-0.003065174413811343,-0.003478325917470117
-0.016639528195612815,-0.011440382497864424,-0.013207945612711582,-0.016969065802286156,-0.013523891504815415
-0.00522812704858989,-0.006119961922297202,-0.0159128759991363,-0.010212947467540255,-0.009398116959207801
-0.002854656629171085,-0.008473896022972598,-0.0007699307036831054,-0.0018645022490705503,-0.004248163862888379
0.0012542054021964927,0.004625851393223681,0.005196104133561686,0.0010308652183125756,0.004455361784872624
0.0003548172479082318,0.000877726469982328,-0.0021410975224655953,0.001261586894830098,-3.667772796568699e-05
-0.001091760404675088,-0.0014891486919601717,-0.005013880331364369,-0.0026721452835765363,-0.004946794025566231
0.0038235342690265037,0.005101633652852477,0.0032217016497343405,0.003467171762916995,0.006646888962607712
-0.004538435888548648,-0.00459173217924917,-0.007204555136730245,-0.010949896516937873,-0.016651832225308697
-0.0011344813649043128,-9.661252625605303e-05,-0.00028026947111902897,-0.0005198106701895297,-0.0007314199434196476
0.0022478444520327425,0.00047760529158172006,0.001994136774092494,0.000286153771079131,0.0009436446479968339
6.793676938528948e-05,-0.001693048403990913,-1.2623004681040316e-05,-0.0009734364952473818,-0.0005628087598351719
-0.0018948125152790656,-0.004242099651307965,-0.004410551036489564,-0.007362986110650388,-0.0040306903989524925
-0.0030399950904589374,-0.0022905024463750275,-0.0015663272075441797,2.410207500789609e-05,-0.0025035619488212755
