bitcoin,ethereum,solana,cardano,dogecoin
110867.09387240493,4045.1966264748166,193.02118625487913,0.6700709955995374,0.20078789555297077
110771.30592452061,4026.6213893168006,191.97812795276246,0.6699837017533983,0.20047078089790982
111032.33988398887,4039.006235578209,192.11644306869005,0.6664853465820609,0.20018250551624847
110846.45798521055,4031.487062844539,192.24262577237874,0.6662232986432833,0.20036432884151512
111057.76323610534,4040.0081455357745,192.54718725547855,0.6680878805184467,0.20153397684131613
111322.7026176929,4042.002168647158,191.44532215020277,0.668693120981626,0.20144874607209556
111427.00607037144,4033.5944868185643,191.6111943840278,0.6682654354809411,0.20025506879249488
110455.59307840143,3940.8475348429547,187.41608362162378,0.6575280046279188,0.19792104638328006
110340.15173252257,3951.3660305344524,187.6325964884663,0.6599931261598413,0.19821135783755148
110880.01637720925,3971.0064029592677,188.0862515598757,0.6627027162398814,0.19865615133238604
110828.02730463324,3988.7810826981568,188.89292114684753,0.6681759362403626,0.19987932090094257
111027.57915637184,3995.9964405851642,189.9999808603269,0.6669266923592171,0.1999150008136157
110585.68622264663,3977.0669605199305,189.23956244204194,0.6642795671611889,0.19878400332702767
110836.40846709388,3988.5967175390315,190.63046359603166,0.6665124092275423,0.20040053940381009
110608.5714932665,3980.07327974389,189.717698834749,0.6632890705437973,0.20006426787549236
110490.77048453045,3973.4149551458754,189.5341461960895,0.6620985009252921,0.20036772945973458
110033.27171327456,3946.6969882041326,186.93481937838223,0.6592522669906734,0.19817401822762878
109587.65776738718,3935.9951813977777,186.3820495968465,0.6547182625377638,0.19674978557838474
109133.49157778294,3921.640254381433,185.90550400006435,0.6515172880081587,0.1966274502414044
107726.40857946868,3852.62212799983,183.78384023960416,0.6408071339343129,0.19311453397027917
107603.55609132143,3865.2277541295684,183.91877969825035,0.6406294354224843,0.19366535636544194
107941.29470249634,3887.636753173453,184.4761493738194,0.6437229305119595,0.1941417182705119
108131.8700683883,3894.680803027557,185.04132812845353,0.6437004039385392,0.19439869188997702
107766.34807709047,3868.1815433372935,184.32785696130443,0.6392983292684215,0.19325754697604242
107763.47584764786,3864.926349740555,184.31866509919882,0.6411843818285551,0.19356769005949603
108596.10577425564,3889.2681412502607,186.33159832723834,0.6471535825640911,0.19482042387350323
108617.2385815631,3893.5919951507235,186.36586669648517,0.6452332656731835,0.19459856789788943
108971.72776049396,3891.823708004455,187.1384736350657,0.6506153454379454,0.1952527515379855
108309.2361192458,3858.4345620827053,184.97595357398794,0.6459118886340982,0.1947165923146211
111287.67777555031,3996.1559312682593,192.00052657340055,0.6674912212595226,0.20134673157589653
113348.64642768126,4071.818284355151,196.15047574931003,0.6798845106138108,0.20456629980571353
113187.82370886576,4072.25586953917,196.06895949642086,0.6795544154869065,0.2035034293212308
112242.69050087218,4019.766814702748,194.87663348155462,0.671774890994514,0.20166155694556587
112036.99785939645,4015.5795672787003,194.24510777337477,0.6688810714020064,0.20184703277150307
112007.191816047,4013.62328904727,194.4190286179756,0.670038726572309,0.2018425194003885
111054.58615655528,3957.7705633023393,191.78355926537913,0.6623202308003553,0.19970315573687714
110884.56814982755,3946.178565509635,191.21238963099577,0.6602932119453581,0.19900972975439257
109054.76698417134,3901.290033893042,188.70347208476832,0.6491831829817071,0.1963364610030458
108486.10262716639,3877.4871979550117,185.72442261780827,0.6425868505706848,0.19449991155015053
108176.85366493631,3844.7685974035885,185.5814827163816,0.6413898621831073,0.1936753966318027
108312.61477755955,3862.595125222381,186.54829307420314,0.6420513895976286,0.194540215702974
108351.05278027857,3865.986915520922,186.14930227760922,0.6428619043764626,0.19453308054071564
108232.82394157407,3860.234170571937,185.21830784990178,0.6411463770605952,0.19357314172745113
108647.44801249019,3879.977991172089,185.81598823484225,0.6433731998327834,0.19486408653711312
108155.47577191296,3862.203011578772,184.48207758850052,0.6363667597756423,0.19164610942616112
108032.84497446724,3861.8298924131923,184.43038013913065,0.6360360555030082,0.19150598689010356
108275.95914473248,3863.674763329984,184.79852648751472,0.6362180856618989,0.1916867857812285
108283.3153134732,3857.1389092582453,184.79619378957267,0.635599069093919,0.19157893313210092
108078.33299528153,3840.8111980106432,183.98293552241762,0.6309363488137733,0.1908082919171063
107750.27429465861,3832.0238780962327,183.6949836171082,0.6309515558722377,0.1903311890154778
107555.8236449532,3829.5113391125205,185.07711317119976,0.6348213897935903,0.19090417449824146
108107.16765801999,3848.542014061659,185.8796013700665,0.638679910508244,0.19146562151866506
108357.70532107855,3857.23619644202,185.33723687549465,0.6379575988525361,0.19132105285962955
108333.13943669449,3818.499651902569,183.37884371974855,0.6325791593202061,0.1908375406937776
108483.40485103302,3841.1975265059573,183.971592007597,0.6357716718968103,0.19217468991095588
108424.77914089886,3848.6105478863838,184.21820544759916,0.6341021741159215,0.19186281609701392
107840.73977460664,3801.3187737279513,181.7889752149528,0.6279321733752924,0.19066922975782383
108023.06189301437,3801.3367220537525,180.82753850290885,0.6274308362330642,0.19068030412646447
108009.97571965467,3806.5483797955194,180.38759520561308,0.6271952455015632,0.1905816627535579
107576.47963570953,3780.722963603123,180.132601760175,0.6230450491418669,0.18990640988875299
107291.22838880101,3750.3507656479105,178.55781643281247,0.6166329344955537,0.18803516851329297
107087.57222183463,3749.978541057299,178.7636127104096,0.6158699560931635,0.18748070911112572
107591.46050939859,3805.881864350947,180.0884506434004,0.6232140456940091,0.18996416706671973
107929.70505683837,3819.9458170008625,180.92918439598654,0.6258768442939221,0.1907579284581047
108160.30780064978,3821.4659426581634,181.77389251873342,0.6270892150533338,0.19070657746190323
108262.86606683451,3822.501154940119,182.01356207368184,0.6267264089066197,0.19080931213664454
108427.32244325992,3827.9073157029,182.908323917144,0.6276212317715592,0.19113652808790102
108715.74633296949,3838.0511909976435,184.0840061392953,0.630291761303294,0.19169296063199087
108947.13724391792,3848.591603058065,184.69261720980177,0.6306066384424982,0.19211154375009462
110161.63360321848,3887.180572859762,186.74515554811123,0.6412787864661693,0.19451949555843295
109330.27512436418,3883.118533655298,187.4438469958712,0.6393244890879716,0.19403063308436963
109495.83714322322,3888.7294926721534,188.07736030698774,0.6415960994069665,0.19449090556769447
109421.78783243243,3886.3531527857167,188.34400181484335,0.6399307863186269,0.19465506753827724
109478.10035542453,3879.479619341239,188.41280951935175,0.6400907444916485,0.19524903467146273
109224.3833219622,3865.7864530939346,188.00014253681778,0.6367054775226493,0.19350159415802298
109094.58492144197,3848.2216684196196,189.0719740187643,0.6374675871182369,0.19343461182911534
109592.40562051734,3852.867556112009,190.81382208129426,0.6405235155566624,0.19454942018941979
109628.74203736876,3840.0947887343805,189.7738623272558,0.6387990362737367,0.19421185332691224
110010.57252049325,3883.924871518355,191.55124007950215,0.6447618632076343,0.19571184925335006
110228.23713486004,3926.6624331165626,191.8506793699136,0.6455364540487311,0.19597958510810448
111200.25221791971,3917.679073706112,192.79353128308477,0.652334207185345,0.197061077306004
110608.17600608674,3871.4453521382848,191.528947689911,0.6463860731052671,0.19580086571770491
110259.20500676983,3860.4501609091926,191.55267661888868,0.6447722505785022,0.19584498336508835
109894.82604619532,3849.5473621712536,189.88663640498172,0.6435833482088492,0.19482004161190924
109694.02033354466,3835.3669008212128,188.87440470239497,0.640375900694989,0.19408642765118078
109976.56229518166,3852.0658762709945,190.4320876720597,0.6404433596634439,0.19465898406569007
110048.51827291629,3855.8421162401205,191.42417371185576,0.6424736489099836,0.19477691026790134
110590.88131635876,3869.575825341805,193.2624116957697,0.6457949405728619,0.195676346387835
